Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-9006931,Signaling by Nuclear Receptors,21,386,0.025135118,0.048629735,0.518614855,60,196,0.013534042,9606,Homo sapiens,TLE3;HSP90AB1;CRABP2;SPHK1;GREB1;FOS;PRKCZ;PTK2;DHRS3;NCOR2;ARL4C;CYP26B1;GNGT2;CARM1;AGO2;PDK2,,R-HSA-9029517;R-HSA-9632918;R-HSA-5362525;R-HSA-9632412;R-HSA-9021596;R-HSA-9625479;R-HSA-5334854;R-HSA-9625482;R-HSA-9632906;R-HSA-9632910;R-HSA-9625487;R-HSA-9618486;R-HSA-9716913;R-HSA-9032751;R-HSA-9021601;R-HSA-9021600;R-HSA-203946;R-HSA-9012000;R-HSA-9657791;R-HSA-9605052;R-HSA-9029566;R-HSA-9618479;R-HSA-9625814;R-HSA-9024334;R-HSA-9716947;R-HSA-9632858;R-HSA-9618394;R-HSA-9618392;R-HSA-8939203;R-HSA-8939204;R-HSA-437195;R-HSA-437192;R-HSA-9024326;R-HSA-5419165;R-HSA-9624925;R-HSA-9009371;R-HSA-9012186;R-HSA-9038161;R-HSA-9038545;R-HSA-9038163;R-HSA-5634103;R-HSA-9012203;R-HSA-9011949;R-HSA-9011950;R-HSA-9625465;R-HSA-9009378;R-HSA-9038052;R-HSA-5634104;R-HSA-9012196;R-HSA-9011961;R-HSA-9618407;R-HSA-9618405;R-HSA-9012208;R-HSA-9011952;R-HSA-5334827;R-HSA-9023859;R-HSA-9023860;R-HSA-9709547;R-HSA-9011958;R-HSA-9009526
R-HSA-190236,Signaling by FGFR,8,109,0.00709774,0.049428698,0.518614855,95,142,0.009805276,9606,Homo sapiens,SPRED2;UBC;FGF18;FGFR3;FRS3;FGFRL1,,R-HSA-5654614;R-HSA-5654615;R-HSA-5654612;R-HSA-5654224;R-HSA-5654608;R-HSA-5654622;R-HSA-5654623;R-HSA-5654620;R-HSA-5654618;R-HSA-1295621;R-HSA-5654222;R-HSA-5654734;R-HSA-5654607;R-HSA-5654605;R-HSA-5654730;R-HSA-5654603;R-HSA-5654729;R-HSA-5654646;R-HSA-5654647;R-HSA-5654643;R-HSA-8941613;R-HSA-5654640;R-HSA-5654641;R-HSA-5654655;R-HSA-5654399;R-HSA-5654653;R-HSA-5654397;R-HSA-5654651;R-HSA-5654392;R-HSA-190258;R-HSA-5654631;R-HSA-5654628;R-HSA-190385;R-HSA-8941628;R-HSA-190263;R-HSA-190388;R-HSA-190261;R-HSA-5654625;R-HSA-5654510;R-HSA-5654511;R-HSA-8941618;R-HSA-5654637;R-HSA-190265;R-HSA-5654634;R-HSA-5654633;R-HSA-8941623;R-HSA-5654422;R-HSA-5654679;R-HSA-5654423;R-HSA-934604;R-HSA-5654677;R-HSA-5654418;R-HSA-5654163;R-HSA-5654416;R-HSA-5654672;R-HSA-5654684;R-HSA-5654428;R-HSA-5654426;R-HSA-5654169;R-HSA-190413;R-HSA-5654425;R-HSA-5654662;R-HSA-5654406;R-HSA-5654663;R-HSA-5654151;R-HSA-5654407;R-HSA-5654148;R-HSA-5654404;R-HSA-5654658;R-HSA-5654402;R-HSA-5654659;R-HSA-5654147;R-HSA-5654159;R-HSA-5654413;R-HSA-5654669;R-HSA-5654157;R-HSA-5654667;R-HSA-5654408;R-HSA-5654664;R-HSA-5654409;R-HSA-5654709;R-HSA-5654578;R-HSA-5654705;R-HSA-5654717;R-HSA-5654586;R-HSA-5654714;R-HSA-5654587;R-HSA-5654584;R-HSA-5654566;R-HSA-5654565;R-HSA-5654562;R-HSA-190326;R-HSA-5654701;R-HSA-5654571;R-HSA-5654697
R-HSA-9649948,Signaling downstream of RAS mutants,5,54,0.003516312,0.049905898,0.518614855,5,7,4.83E-04,9606,Homo sapiens,CAMK2B;ITGA2B;KSR2;CAMK2G,,R-HSA-6803233;R-HSA-6802926;R-HSA-6802925;R-HSA-6802924;R-HSA-6802922
R-HSA-6802955,Paradoxical activation of RAF signaling by kinase inactive BRAF,5,54,0.003516312,0.049905898,0.518614855,5,7,4.83E-04,9606,Homo sapiens,CAMK2B;ITGA2B;KSR2;CAMK2G,,R-HSA-6802918;R-HSA-6803234;R-HSA-6802943;R-HSA-6802942;R-HSA-6802941
R-HSA-6802946,Signaling by moderate kinase activity BRAF mutants,5,54,0.003516312,0.049905898,0.518614855,5,7,4.83E-04,9606,Homo sapiens,CAMK2B;ITGA2B;KSR2;CAMK2G,,R-HSA-6802919;R-HSA-6802916;R-HSA-6802914;R-HSA-6803230;R-HSA-6802921
R-HSA-6802949,Signaling by RAS mutants,5,54,0.003516312,0.049905898,0.518614855,5,9,6.21E-04,9606,Homo sapiens,CAMK2B;ITGA2B;KSR2;CAMK2G,,R-HSA-6803233;R-HSA-6802926;R-HSA-6802925;R-HSA-6802924;R-HSA-6802922
R-HSA-5673001,RAF/MAP kinase cascade,18,322,0.020967637,0.052411723,0.518614855,19,75,0.005178843,9606,Homo sapiens,RET;CAMK2B;DUSP2;ITGA2B;KSR2;FRS3;PTK2;SPRED2;UBC;FGF18;FYN;RGL3;CAMK2G;FGFR3,,R-HSA-5658231;R-HSA-5672980;R-HSA-5672978;R-HSA-5658430;R-HSA-9657599;R-HSA-5658424;R-HSA-5674022;R-HSA-5658438;R-HSA-9657603;R-HSA-5672965;R-HSA-5658435;R-HSA-9657606;R-HSA-9653514;R-HSA-5672972;R-HSA-5675373;R-HSA-5672973;R-HSA-9657608;R-HSA-9660557;R-HSA-5672969
R-HSA-190371,FGFR3b ligand binding and activation,2,10,6.51E-04,0.052446623,0.518614855,2,2,1.38E-04,9606,Homo sapiens,FGF18;FGFR3,,R-HSA-190385;R-HSA-190263
R-HSA-5336415,Uptake and function of diphtheria toxin,2,10,6.51E-04,0.052446623,0.518614855,4,5,3.45E-04,9606,Homo sapiens,HSP90AB1;CD9,,R-HSA-5336417;R-HSA-5336420;R-HSA-5336422;R-HSA-5336413
R-HSA-5666185,RHO GTPases Activate Rhotekin and Rhophilins,2,10,6.51E-04,0.052446623,0.518614855,4,6,4.14E-04,9606,Homo sapiens,RHPN1;RHOB,,R-HSA-5666178;R-HSA-5667008;R-HSA-5667052;R-HSA-5667037
R-HSA-418886,Netrin mediated repulsion signals,2,10,6.51E-04,0.052446623,0.518614855,2,4,2.76E-04,9606,Homo sapiens,UNC5A;UNC5B,,R-HSA-373751;R-HSA-373713
R-HSA-8948747,Regulation of PTEN localization,2,10,6.51E-04,0.052446623,0.518614855,2,4,2.76E-04,9606,Homo sapiens,UBC,,R-HSA-6807106;R-HSA-6807118
R-HSA-5625900,RHO GTPases activate CIT,3,23,0.001497688,0.053243635,0.518614855,5,6,4.14E-04,9606,Homo sapiens,MYH14;MYL12B;RHOB,,R-HSA-5671970;R-HSA-5625901;R-HSA-5671919;R-HSA-8981443;R-HSA-5671993
R-HSA-9613829,Chaperone Mediated Autophagy,3,23,0.001497688,0.053243635,0.518614855,15,19,0.001311973,9606,Homo sapiens,HSP90AB1;UBC,,R-HSA-9626256;R-HSA-9626039;R-HSA-9626235;R-HSA-9622840;R-HSA-9624158;R-HSA-9626242;R-HSA-9626276;R-HSA-9625188;R-HSA-9620197;R-HSA-9615721;R-HSA-9622831;R-HSA-9626060;R-HSA-9625196;R-HSA-9626253;R-HSA-9625197
R-HSA-8939243,RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known,4,39,0.002539559,0.056316895,0.518614855,2,5,3.45E-04,9606,Homo sapiens,CBX8;CBX4;SCMH1;SMARCA4,,R-HSA-8938217;R-HSA-8937989
R-HSA-9022692,Regulation of MECP2 expression and activity,4,39,0.002539559,0.056316895,0.518614855,5,14,9.67E-04,9606,Homo sapiens,NCOR2;CAMK2B;AGO2;CAMK2G,,R-HSA-8986939;R-HSA-9021183;R-HSA-9021182;R-HSA-9006992;R-HSA-9615501
R-HSA-2559580,Oxidative Stress Induced Senescence,8,113,0.007358208,0.058427863,0.518614855,10,40,0.002762049,9606,Homo sapiens,CBX8;CBX4;SCMH1;UBC;FOS;TNIK,,R-HSA-3229089;R-HSA-3223200;R-HSA-450292;R-HSA-450325;R-HSA-3222546;R-HSA-3222533;R-HSA-6804879;R-HSA-3225851;R-HSA-3225867;R-HSA-3229102
R-HSA-110320,Translesion Synthesis by POLH,3,24,0.001562805,0.058940137,0.518614855,7,8,5.52E-04,9606,Homo sapiens,NPLOC4;UBC,,R-HSA-5655170;R-HSA-5654989;R-HSA-5654986;R-HSA-110317;R-HSA-110316;R-HSA-110319;R-HSA-5654985
R-HSA-5654710,PI-3K cascade:FGFR3,3,24,0.001562805,0.058940137,0.518614855,6,7,4.83E-04,9606,Homo sapiens,FGF18;FGFR3,,R-HSA-5654709;R-HSA-5654643;R-HSA-5654640;R-HSA-5654641;R-HSA-5654705;R-HSA-5654637
R-HSA-5627117,RHO GTPases Activate ROCKs,3,24,0.001562805,0.058940137,0.518614855,5,7,4.83E-04,9606,Homo sapiens,MYH14;MYL12B;RHOB,,R-HSA-419232;R-HSA-419087;R-HSA-419197;R-HSA-419083;R-HSA-419049
R-HSA-5684996,MAPK1/MAPK3 signaling,18,329,0.021423455,0.061605567,0.518614855,19,82,0.005662201,9606,Homo sapiens,RET;CAMK2B;DUSP2;ITGA2B;KSR2;FRS3;PTK2;SPRED2;UBC;FGF18;FYN;RGL3;CAMK2G;FGFR3,,R-HSA-5658231;R-HSA-5672980;R-HSA-5672978;R-HSA-5658430;R-HSA-9657599;R-HSA-5658424;R-HSA-5674022;R-HSA-5658438;R-HSA-9657603;R-HSA-5672965;R-HSA-5658435;R-HSA-9657606;R-HSA-9653514;R-HSA-5672972;R-HSA-5675373;R-HSA-5672973;R-HSA-9657608;R-HSA-9660557;R-HSA-5672969
R-HSA-9768778,Regulation of NPAS4 mRNA translation,2,11,7.16E-04,0.061987321,0.518614855,2,2,1.38E-04,9606,Homo sapiens,AGO2;DYSF,,R-HSA-9768788;R-HSA-9768782
R-HSA-3785653,Myoclonic epilepsy of Lafora,2,11,7.16E-04,0.061987321,0.518614855,1,2,1.38E-04,9606,Homo sapiens,UBC,,R-HSA-3797226
R-HSA-1253288,Downregulation of ERBB4 signaling,2,11,7.16E-04,0.061987321,0.518614855,2,5,3.45E-04,9606,Homo sapiens,UBC,,R-HSA-1253282;R-HSA-1977296
R-HSA-8939246,RUNX1 regulates transcription of genes involved in differentiation of myeloid cells,2,11,7.16E-04,0.061987321,0.518614855,2,7,4.83E-04,9606,Homo sapiens,LGALS3,,R-HSA-8938382;R-HSA-8938389
R-HSA-442729,CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde,2,11,7.16E-04,0.061987321,0.518614855,2,10,6.91E-04,9606,Homo sapiens,CAMK2B;CAMK2G,,R-HSA-9618834;R-HSA-444792
R-HSA-9637628,Modulation by Mtb of host immune system,2,11,7.16E-04,0.061987321,0.518614855,1,6,4.14E-04,9606,Homo sapiens,UBC,,R-HSA-9636461
R-HSA-416572,Sema4D induced cell migration and growth-cone collapse,3,25,0.001627922,0.064910477,0.518614855,4,7,4.83E-04,9606,Homo sapiens,MYH14;MYL12B;RHOB,,R-HSA-419087;R-HSA-416588;R-HSA-419197;R-HSA-419049
R-HSA-3371571,HSF1-dependent transactivation,5,59,0.003841896,0.067380968,0.518614855,8,8,5.52E-04,9606,Homo sapiens,RPTOR;CAMK2B;HSP90AB1;HSF1;CAMK2G,,R-HSA-3371554;R-HSA-5082405;R-HSA-5324617;R-HSA-5082356;R-HSA-5082369;R-HSA-3371582;R-HSA-5082384;R-HSA-5082387
R-HSA-373752,Netrin-1 signaling,5,59,0.003841896,0.067380968,0.518614855,14,37,0.002554896,9606,Homo sapiens,ABLIM2;UNC5A;UNC5B;FYN;PTK2,,R-HSA-418850;R-HSA-374701;R-HSA-418858;R-HSA-418856;R-HSA-373716;R-HSA-373751;R-HSA-418868;R-HSA-373713;R-HSA-418865;R-HSA-622357;R-HSA-593685;R-HSA-418874;R-HSA-373720;R-HSA-418872
R-HSA-5683057,MAPK family signaling cascades,20,380,0.024744416,0.069270749,0.518614855,25,122,0.008424251,9606,Homo sapiens,RET;CAMK2B;DUSP2;ITGA2B;KSR2;KALRN;FRS3;PTK2;SPRED2;UBC;AGO2;FGF18;FYN;RGL3;CAMK2G;FGFR3,,R-HSA-5672980;R-HSA-5672978;R-HSA-5658438;R-HSA-9657603;R-HSA-5672965;R-HSA-5658435;R-HSA-9657606;R-HSA-9653514;R-HSA-5672972;R-HSA-5672973;R-HSA-9657608;R-HSA-9660557;R-HSA-5687112;R-HSA-5672969;R-HSA-5687113;R-HSA-5658231;R-HSA-5658430;R-HSA-5687103;R-HSA-9657599;R-HSA-5658424;R-HSA-5674022;R-HSA-5692768;R-HSA-5675373;R-HSA-5692781;R-HSA-5687081
R-HSA-9006936,Signaling by TGFB family members,9,138,0.00898613,0.069924699,0.518614855,86,125,0.008631405,9606,Homo sapiens,TGIF1;NCOR2;SMAD2;UBC;LTBP4;PRKCZ;SMAD7,,R-HSA-2186785;R-HSA-201475;R-HSA-178178;R-HSA-2176417;R-HSA-202626;R-HSA-2176416;R-HSA-2160931;R-HSA-9730967;R-HSA-2160932;R-HSA-2187303;R-HSA-2160935;R-HSA-870538;R-HSA-9736979;R-HSA-9736984;R-HSA-2187309;R-HSA-178189;R-HSA-9736966;R-HSA-209055;R-HSA-2176445;R-HSA-2187325;R-HSA-9736970;R-HSA-178208;R-HSA-2187395;R-HSA-2134532;R-HSA-178215;R-HSA-870437;R-HSA-178218;R-HSA-2187401;R-HSA-173483;R-HSA-173481;R-HSA-2187405;R-HSA-1225919;R-HSA-2186767;R-HSA-2186771;R-HSA-173488;R-HSA-2186643;R-HSA-9731111;R-HSA-9736992;R-HSA-2127257;R-HSA-870449;R-HSA-2187293;R-HSA-2186780;R-HSA-2395364;R-HSA-1549526;R-HSA-2328033;R-HSA-2128994;R-HSA-9733203;R-HSA-2187368;R-HSA-173512;R-HSA-2134506;R-HSA-2176491;R-HSA-2167917;R-HSA-2186607;R-HSA-170835;R-HSA-2186741;R-HSA-2167924;R-HSA-1484099;R-HSA-2176503;R-HSA-2176502;R-HSA-2187382;R-HSA-2134519;R-HSA-2186747;R-HSA-2187388;R-HSA-170847;R-HSA-201821;R-HSA-170850;R-HSA-2187330;R-HSA-173542;R-HSA-2176452;R-HSA-2167876;R-HSA-2031355;R-HSA-9736959;R-HSA-2179274;R-HSA-173545;R-HSA-2179276;R-HSA-2106579;R-HSA-170868;R-HSA-2169046;R-HSA-2179291;R-HSA-2106586;R-HSA-2176475;R-HSA-2187355;R-HSA-2169050;R-HSA-2179293;R-HSA-2106591;R-HSA-2187358
R-HSA-111452,Activation and oligomerization of BAK protein,1,2,1.30E-04,0.070460431,0.518614855,3,3,2.07E-04,9606,Homo sapiens,BAK1,,R-HSA-168848;R-HSA-139895;R-HSA-114263
R-HSA-5602566,TICAM1 deficiency - HSE,1,2,1.30E-04,0.070460431,0.518614855,1,1,6.91E-05,9606,Homo sapiens,TSKU,,R-HSA-5602712
R-HSA-5619088,"Defective SLC39A4 causes acrodermatitis enteropathica, zinc-deficiency type (AEZ)",1,2,1.30E-04,0.070460431,0.518614855,1,1,6.91E-05,9606,Homo sapiens,SLC39A4,,R-HSA-5654125
R-HSA-5602415,UNC93B1 deficiency - HSE,1,2,1.30E-04,0.070460431,0.518614855,1,1,6.91E-05,9606,Homo sapiens,TSKU,,R-HSA-5607838
R-HSA-5654704,SHC-mediated cascade:FGFR3,3,26,0.001693039,0.071146978,0.518614855,4,4,2.76E-04,9606,Homo sapiens,FGF18;FGFR3,,R-HSA-5654646;R-HSA-5654647;R-HSA-5654625;R-HSA-5654634
R-HSA-937042,IRAK2 mediated activation of TAK1 complex,2,12,7.81E-04,0.072063127,0.518614855,4,5,3.45E-04,9606,Homo sapiens,UBC,,R-HSA-936942;R-HSA-936991;R-HSA-936986;R-HSA-936960
R-HSA-418889,Caspase activation via Dependence Receptors in the absence of ligand,2,12,7.81E-04,0.072063127,0.518614855,4,8,5.52E-04,9606,Homo sapiens,UNC5A;UNC5B,,R-HSA-418852;R-HSA-418849;R-HSA-418846;R-HSA-374699
R-HSA-194138,Signaling by VEGF,9,140,0.009116364,0.074888196,0.518614855,57,86,0.005938406,9606,Homo sapiens,SPHK1;FYN;ITPR3;BAIAP2;PRKCZ;PTK2;VEGFA,,R-HSA-194310;R-HSA-194311;R-HSA-2029465;R-HSA-5218645;R-HSA-5218643;R-HSA-5218642;R-HSA-5218640;R-HSA-5357429;R-HSA-5357432;R-HSA-4420202;R-HSA-4420206;R-HSA-195378;R-HSA-4420083;R-HSA-5218815;R-HSA-5218814;R-HSA-5218813;R-HSA-5218812;R-HSA-5218811;R-HSA-5218809;R-HSA-9674532;R-HSA-5218806;R-HSA-5218805;R-HSA-5218804;R-HSA-4420099;R-HSA-5218830;R-HSA-5218828;R-HSA-5218826;R-HSA-5218824;R-HSA-4420107;R-HSA-5218823;R-HSA-5218822;R-HSA-5218821;R-HSA-5218820;R-HSA-5218819;R-HSA-5218818;R-HSA-5218847;R-HSA-169683;R-HSA-5218845;R-HSA-169680;R-HSA-4420117;R-HSA-5218839;R-HSA-5218838;R-HSA-4420121;R-HSA-5218836;R-HSA-9691215;R-HSA-5218832;R-HSA-4420128;R-HSA-9679477;R-HSA-5218855;R-HSA-5218854;R-HSA-5218852;R-HSA-5218851;R-HSA-4420143;R-HSA-4420140;R-HSA-5357479;R-HSA-4420153;R-HSA-3928647
R-HSA-438066,"Unblocking of NMDA receptors, glutamate binding and activation",3,27,0.001758156,0.07764147,0.518614855,5,5,3.45E-04,9606,Homo sapiens,CAMK2B;GRIN2C;CAMK2G,,R-HSA-432164;R-HSA-438037;R-HSA-432162;R-HSA-432172;R-HSA-9614185
R-HSA-9617324,Negative regulation of NMDA receptor-mediated neuronal transmission,3,27,0.001758156,0.07764147,0.518614855,2,4,2.76E-04,9606,Homo sapiens,CAMK2B;GRIN2C;CAMK2G,,R-HSA-9619449;R-HSA-9617326
R-HSA-5689896,Ovarian tumor domain proteases,4,44,0.002865143,0.079551776,0.518614855,8,14,9.67E-04,9606,Homo sapiens,TNIP2;UBC,,R-HSA-5690870;R-HSA-688136;R-HSA-936381;R-HSA-8869506;R-HSA-8865182;R-HSA-5690845;R-HSA-5690827;R-HSA-5690856
R-HSA-2151209,Activation of PPARGC1A (PGC-1alpha) by phosphorylation,2,13,8.47E-04,0.082623526,0.518614855,2,2,1.38E-04,9606,Homo sapiens,PRKAB1;PPARGC1A,,R-HSA-1592233;R-HSA-1592244
R-HSA-5689877,Josephin domain DUBs,2,13,8.47E-04,0.082623526,0.518614855,3,6,4.14E-04,9606,Homo sapiens,UBC,,R-HSA-5689111;R-HSA-5688837;R-HSA-5688797
R-HSA-111932,CaMK IV-mediated phosphorylation of CREB,2,13,8.47E-04,0.082623526,0.518614855,4,13,8.98E-04,9606,Homo sapiens,CAMK2B;CAMK2G,,R-HSA-9618834;R-HSA-442725;R-HSA-9617583;R-HSA-444792
R-HSA-9664873,Pexophagy,2,13,8.47E-04,0.082623526,0.518614855,2,13,8.98E-04,9606,Homo sapiens,UBC,,R-HSA-9664888;R-HSA-9674127
R-HSA-350054,Notch-HLH transcription pathway,3,28,0.001823273,0.084385365,0.518614855,2,2,1.38E-04,9606,Homo sapiens,NCOR2;HDAC11;RBPJ,,R-HSA-212356;R-HSA-350058
R-HSA-9013507,NOTCH3 Activation and Transmission of Signal to the Nucleus,3,28,0.001823273,0.084385365,0.518614855,3,15,0.001035769,9606,Homo sapiens,UBC;TACC3,,R-HSA-9013069;R-HSA-9017855;R-HSA-9021523
R-HSA-3858494,Beta-catenin independent WNT signaling,10,166,0.010809403,0.087271837,0.518614855,27,51,0.003521613,9606,Homo sapiens,WNT11;GNGT2;PDE6G;FZD4;AGO2;DVL1;UBC;ITPR3;PDE6B,,R-HSA-3858491;R-HSA-3858489;R-HSA-3858495;R-HSA-4086392;R-HSA-4086393;R-HSA-5138441;R-HSA-3858482;R-HSA-3858480;R-HSA-5138432;R-HSA-5138433;R-HSA-3858475;R-HSA-4608852;R-HSA-169680;R-HSA-5138459;R-HSA-4420052;R-HSA-398040;R-HSA-5099886;R-HSA-4518575;R-HSA-5099899;R-HSA-3965450;R-HSA-398193;R-HSA-3965444;R-HSA-3965446;R-HSA-3965447;R-HSA-3965441;R-HSA-4518585;R-HSA-4608825
R-HSA-8964043,Plasma lipoprotein clearance,4,46,0.002995377,0.089988647,0.518614855,18,36,0.002485844,9606,Homo sapiens,SCARB1;AMN;UBC;LDLR,,R-HSA-171106;R-HSA-349637;R-HSA-174624;R-HSA-174657;R-HSA-8854628;R-HSA-349638;R-HSA-6784738;R-HSA-264834;R-HSA-171141;R-HSA-171087;R-HSA-174706;R-HSA-171122;R-HSA-171059;R-HSA-264848;R-HSA-6784735;R-HSA-6784734;R-HSA-174808;R-HSA-6784729
R-HSA-1980143,Signaling by NOTCH1,6,84,0.005469818,0.090429556,0.518614855,19,39,0.002692998,9606,Homo sapiens,NCOR2;TLE3;HDAC11;UBC;RBPJ,,R-HSA-157632;R-HSA-1980118;R-HSA-4396371;R-HSA-1980078;R-HSA-1980047;R-HSA-1852623;R-HSA-1980074;R-HSA-1912393;R-HSA-1912394;R-HSA-1912357;R-HSA-4396347;R-HSA-4396379;R-HSA-1912388;R-HSA-1912359;R-HSA-1912391;R-HSA-1980067;R-HSA-4396382;R-HSA-1912386;R-HSA-1980065
R-HSA-9634638,Estrogen-dependent nuclear events downstream of ESR-membrane signaling,3,29,0.00188839,0.091369718,0.518614855,2,12,8.29E-04,9606,Homo sapiens,FOS;PTK2,,R-HSA-9625479;R-HSA-9625465
R-HSA-9645460,Alpha-protein kinase 1 signaling pathway,2,14,9.12E-04,0.093620927,0.518614855,4,10,6.91E-04,9606,Homo sapiens,UBC,,R-HSA-9645394;R-HSA-9645442;R-HSA-9645414;R-HSA-9645406
R-HSA-8876493,InlA-mediated entry of Listeria monocytogenes into host cells,2,14,9.12E-04,0.093620927,0.518614855,1,5,3.45E-04,9606,Homo sapiens,UBC,,R-HSA-8877003
R-HSA-5628897,TP53 Regulates Metabolic Genes,8,126,0.008204727,0.094438869,0.518614855,11,34,0.002347742,9606,Homo sapiens,RPTOR;PRDX2;SESN3;RRM2B;AGO2;PRKAB1,,R-HSA-5629189;R-HSA-5631941;R-HSA-5632887;R-HSA-2318752;R-HSA-2321904;R-HSA-380979;R-HSA-5629187;R-HSA-5632892;R-HSA-5631903;R-HSA-380927;R-HSA-3341343
R-HSA-157118,Signaling by NOTCH,14,258,0.016800156,0.09547609,0.518614855,84,154,0.01063389,9606,Homo sapiens,NCOR2;SNED1;TLE3;ELF3;PLXND1;UBC;HDAC11;AGO2;TACC3;ST3GAL4;MIR200B;RBPJ,,R-HSA-1606682;R-HSA-9021451;R-HSA-9021450;R-HSA-9021325;R-HSA-9604629;R-HSA-2976551;R-HSA-4396371;R-HSA-1980047;R-HSA-9016861;R-HSA-2127285;R-HSA-4396379;R-HSA-2197562;R-HSA-4396382;R-HSA-2197564;R-HSA-9013652;R-HSA-2976563;R-HSA-9021480;R-HSA-9018538;R-HSA-9021357;R-HSA-9016751;R-HSA-1912378;R-HSA-9018542;R-HSA-9604664;R-HSA-2172172;R-HSA-1912368;R-HSA-9021478;R-HSA-9604642;R-HSA-1980078;R-HSA-1912364;R-HSA-1912367;R-HSA-1912366;R-HSA-1980074;R-HSA-9013693;R-HSA-1912363;R-HSA-9013567;R-HSA-1912362;R-HSA-1912357;R-HSA-1606561;R-HSA-1912359;R-HSA-1980067;R-HSA-9021364;R-HSA-157629;R-HSA-1980065;R-HSA-9017398;R-HSA-1912413;R-HSA-1912412;R-HSA-157632;R-HSA-1912415;R-HSA-9013069;R-HSA-1912409;R-HSA-9013711;R-HSA-1912410;R-HSA-1980118;R-HSA-9013568;R-HSA-1912406;R-HSA-2976742;R-HSA-9604446;R-HSA-9604675;R-HSA-1852623;R-HSA-1912393;R-HSA-9604550;R-HSA-1912394;R-HSA-9021406;R-HSA-1912388;R-HSA-9021523;R-HSA-1912391;R-HSA-9604553;R-HSA-9016916;R-HSA-1912386;R-HSA-2976716;R-HSA-9017835;R-HSA-9604471;R-HSA-9604606;R-HSA-9021412;R-HSA-9604451;R-HSA-9014141;R-HSA-2197588;R-HSA-9017855;R-HSA-9013631;R-HSA-4396347;R-HSA-9014129;R-HSA-9013488;R-HSA-2976726;R-HSA-1912416
R-HSA-9029569,NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux,5,66,0.004297714,0.096822702,0.518614855,12,40,0.002762049,9606,Homo sapiens,NCOR2;ARL4C;AGO2,,R-HSA-9618486;R-HSA-9618407;R-HSA-9618405;R-HSA-9024334;R-HSA-9038545;R-HSA-9618394;R-HSA-9618392;R-HSA-9657791;R-HSA-9618479;R-HSA-9605052;R-HSA-9024326;R-HSA-9624925
R-HSA-1474228,Degradation of the extracellular matrix,9,148,0.009637299,0.09685813,0.518614855,10,105,0.00725038,9606,Homo sapiens,FBN3;LAMA5;CAPN12;CAPNS1;PHYKPL;COL6A2;TIMP2,,R-HSA-1604360;R-HSA-2534260;R-HSA-2533874;R-HSA-1592349;R-HSA-8848658;R-HSA-1604350;R-HSA-1564112;R-HSA-1604368;R-HSA-2485148;R-HSA-5696408
R-HSA-8878171,Transcriptional regulation by RUNX1,14,259,0.016865273,0.097669282,0.518614855,30,132,0.009114763,9606,Homo sapiens,CBX8;NR4A2;LGALS3;CBX4;LDB1;SETD1B;SCMH1;UBC;ITGA2B;AGO2;SMARCA4,,R-HSA-8936584;R-HSA-8937097;R-HSA-8956684;R-HSA-8937037;R-HSA-8938382;R-HSA-8956608;R-HSA-8936068;R-HSA-8937989;R-HSA-8956568;R-HSA-8937050;R-HSA-8957265;R-HSA-8936979;R-HSA-8938389;R-HSA-8936616;R-HSA-8935785;R-HSA-8938217;R-HSA-8956586;R-HSA-8936621;R-HSA-8936481;R-HSA-8936995;R-HSA-8937016;R-HSA-8935864;R-HSA-8939129;R-HSA-8935930;R-HSA-8936058;R-HSA-8935740;R-HSA-8938034;R-HSA-8935730;R-HSA-8935731;R-HSA-8936628
R-HSA-8862803,Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,3,30,0.001953507,0.098585287,0.518614855,4,22,0.001519127,9606,Homo sapiens,PRDX2;CAPNS1,,R-HSA-8868134;R-HSA-8863012;R-HSA-8863008;R-HSA-8868573
R-HSA-8863678,Neurodegenerative Diseases,3,30,0.001953507,0.098585287,0.518614855,4,22,0.001519127,9606,Homo sapiens,PRDX2;CAPNS1,,R-HSA-8868134;R-HSA-8863012;R-HSA-8863008;R-HSA-8868573
R-HSA-110313,Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template,4,48,0.00312561,0.101045332,0.518614855,23,28,0.001933435,9606,Homo sapiens,NPLOC4;UBC;REV1,,R-HSA-5652151;R-HSA-5655892;R-HSA-5656148;R-HSA-110307;R-HSA-110308;R-HSA-110311;R-HSA-5656158;R-HSA-5653756;R-HSA-5655965;R-HSA-5653754;R-HSA-110317;R-HSA-5655835;R-HSA-110316;R-HSA-110319;R-HSA-5655193;R-HSA-5653766;R-HSA-5655170;R-HSA-5653838;R-HSA-5654989;R-HSA-5653770;R-HSA-5654986;R-HSA-5656105;R-HSA-5654985
